subject,block,trial,trialblock,task,regret,sf_path,mf_paths,mb_paths,mf_sim,mb_sim,p0_sim,p1_sim,p01_sim,sf_comp
0,24,7,1207,1,0.0,2,[6 7],[2],0,3,0,2,1.0,False
0,24,8,1208,0,2.0,6,[6 7],[0 1],3,0,3,0,1.5,False
0,24,9,1209,1,0.0,2,[6 7],[2],0,3,0,2,1.0,False
0,24,10,1210,0,2.0,5,[6 7],[0 1],2,0,2,0,1.0,False
0,24,11,1211,1,0.0,2,[6 7],[2],0,3,0,2,1.0,False
0,24,12,1212,0,2.0,5,[6 7],[0 1],2,0,2,0,1.0,False
0,24,13,1213,1,0.0,2,[6 7],[2],0,3,0,2,1.0,False
0,24,14,1214,0,2.0,3,[6 7],[0 1],1,1,1,1,1.0,True
0,24,15,1215,1,0.0,2,[6 7],[2],0,3,0,2,1.0,False
0,24,16,1216,0,2.0,4,[6 7],[0 1],1,1,1,1,1.0,True
0,24,17,1217,1,1.0,1,[6 7],[2],0,2,0,3,1.5,False
0,24,18,1218,0,2.0,5,[6 7],[0 1],2,0,2,0,1.0,False
0,24,19,1219,1,0.0,2,[6 7],[2],0,3,0,2,1.0,False
0,24,20,1220,0,2.0,5,[6 7],[0 1],2,0,2,0,1.0,False
0,24,21,1221,1,0.0,2,[6 7],[2],0,3,0,2,1.0,False
0,24,22,1222,0,2.0,5,[6 7],[0 1],2,0,2,0,1.0,False
0,24,23,1223,1,1.0,3,[6 7],[2],1,2,1,1,1.0,True
0,24,24,1224,0,2.0,5,[6 7],[0 1],2,0,2,0,1.0,False
0,24,25,1225,1,0.0,2,[6 7],[2],0,3,0,2,1.0,False
0,24,26,1226,0,2.0,5,[6 7],[0 1],2,0,2,0,1.0,False
0,24,27,1227,1,0.0,2,[6 7],[2],0,3,0,2,1.0,False
0,24,28,1228,0,2.0,5,[6 7],[0 1],2,0,2,0,1.0,False
0,24,29,1229,1,0.0,2,[6 7],[2],0,3,0,2,1.0,False
0,24,30,1230,0,2.0,5,[6 7],[0 1],2,0,2,0,1.0,False
0,24,31,1231,1,0.0,2,[6 7],[2],0,3,0,2,1.0,False
0,24,32,1232,0,2.0,5,[6 7],[0 1],2,0,2,0,1.0,False
0,24,33,1233,1,0.0,2,[6 7],[2],0,3,0,2,1.0,False
0,24,34,1234,0,2.0,5,[6 7],[0 1],2,0,2,0,1.0,False
0,24,35,1235,1,0.0,2,[6 7],[2],0,3,0,2,1.0,False
0,24,36,1236,0,2.0,4,[6 7],[0 1],1,1,1,1,1.0,True
0,24,37,1237,1,0.0,2,[6 7],[2],0,3,0,2,1.0,False
0,24,38,1238,0,2.0,4,[6 7],[0 1],1,1,1,1,1.0,True
0,24,39,1239,1,0.0,2,[6 7],[2],0,3,0,2,1.0,False
0,24,40,1240,0,2.0,5,[6 7],[0 1],2,0,2,0,1.0,False
0,24,41,1241,1,0.0,2,[6 7],[2],0,3,0,2,1.0,False
0,24,42,1242,0,2.0,5,[6 7],[0 1],2,0,2,0,1.0,False
0,24,43,1243,1,0.0,2,[6 7],[2],0,3,0,2,1.0,False
0,24,44,1244,0,2.0,5,[6 7],[0 1],2,0,2,0,1.0,False
0,24,45,1245,1,1.0,3,[6 7],[2],1,2,1,1,1.0,True
0,24,46,1246,0,2.0,5,[6 7],[0 1],2,0,2,0,1.0,False
0,24,47,1247,1,0.0,2,[6 7],[2],0,3,0,2,1.0,False
0,24,48,1248,0,0.0,1,[6 7],[0 1],0,3,0,3,1.5,False
0,24,49,1249,1,0.0,2,[6 7],[2],0,3,0,2,1.0,False
0,25,0,1250,0,1.0,0,[2],[1],1,2,3,1,2.0,True
0,25,1,1251,1,4.0,7,[2],[2],0,0,0,0,0.0,False
0,25,2,1252,0,2.0,4,[2],[1],2,1,1,2,1.5,True
0,25,3,1253,1,1.0,1,[2],[2],2,2,3,2,2.5,True
0,25,4,1254,0,1.0,2,[2],[1],3,2,2,3,2.5,True
0,25,5,1255,1,4.0,6,[2],[2],0,0,0,0,0.0,False
0,25,6,1256,0,3.0,5,[2],[1],1,0,0,1,0.5,False
0,25,7,1257,1,0.0,2,[2],[2],3,3,2,3,2.5,True
0,25,8,1258,0,2.0,4,[2],[1],2,1,1,2,1.5,True
0,25,9,1259,1,0.0,2,[2],[2],3,3,2,3,2.5,True
0,25,10,1260,0,4.0,7,[2],[1],0,0,0,0,0.0,False
0,25,11,1261,1,1.0,1,[2],[2],2,2,3,2,2.5,True
0,25,12,1262,0,1.0,2,[2],[1],3,2,2,3,2.5,True
0,25,13,1263,1,2.0,0,[2],[2],1,1,3,1,2.0,True
0,25,14,1264,0,1.0,2,[2],[1],3,2,2,3,2.5,True
0,25,15,1265,1,0.0,2,[2],[2],3,3,2,3,2.5,True
0,25,16,1266,0,0.0,1,[2],[1],2,3,3,2,2.5,True
0,25,17,1267,1,0.0,2,[2],[2],3,3,2,3,2.5,True
0,25,18,1268,0,0.0,1,[2],[1],2,3,3,2,2.5,True
0,25,19,1269,1,0.0,2,[2],[2],3,3,2,3,2.5,True
0,25,20,1270,0,0.0,1,[2],[1],2,3,3,2,2.5,True
0,25,21,1271,1,0.0,2,[2],[2],3,3,2,3,2.5,True
0,25,22,1272,0,0.0,1,[2],[1],2,3,3,2,2.5,True
0,25,23,1273,1,1.0,4,[2],[2],2,2,1,2,1.5,True
0,25,24,1274,0,0.0,1,[2],[1],2,3,3,2,2.5,True
0,25,25,1275,1,0.0,2,[2],[2],3,3,2,3,2.5,True
0,25,26,1276,0,0.0,1,[2],[1],2,3,3,2,2.5,True
0,25,27,1277,1,0.0,2,[2],[2],3,3,2,3,2.5,True
0,25,28,1278,0,0.0,1,[2],[1],2,3,3,2,2.5,True
0,25,29,1279,1,0.0,2,[2],[2],3,3,2,3,2.5,True
0,25,30,1280,0,0.0,1,[2],[1],2,3,3,2,2.5,True
0,25,31,1281,1,0.0,2,[2],[2],3,3,2,3,2.5,True
0,25,32,1282,0,1.0,2,[2],[1],3,2,2,3,2.5,True
0,25,33,1283,1,0.0,2,[2],[2],3,3,2,3,2.5,True
0,25,34,1284,0,0.0,1,[2],[1],2,3,3,2,2.5,True
0,25,35,1285,1,1.0,3,[2],[2],2,2,1,2,1.5,True
0,25,36,1286,0,0.0,1,[2],[1],2,3,3,2,2.5,True
0,25,37,1287,1,0.0,2,[2],[2],3,3,2,3,2.5,True
0,25,38,1288,0,0.0,1,[2],[1],2,3,3,2,2.5,True
0,25,39,1289,1,0.0,2,[2],[2],3,3,2,3,2.5,True
0,25,40,1290,0,0.0,1,[2],[1],2,3,3,2,2.5,True
0,25,41,1291,1,0.0,2,[2],[2],3,3,2,3,2.5,True
0,25,42,1292,0,0.0,1,[2],[1],2,3,3,2,2.5,True
0,25,43,1293,1,0.0,2,[2],[2],3,3,2,3,2.5,True
0,25,44,1294,0,0.0,1,[2],[1],2,3,3,2,2.5,True
0,25,45,1295,1,0.0,2,[2],[2],3,3,2,3,2.5,True
0,25,46,1296,0,0.0,1,[2],[1],2,3,3,2,2.5,True
0,25,47,1297,1,0.0,2,[2],[2],3,3,2,3,2.5,True
0,25,48,1298,0,1.0,0,[2],[1],1,2,3,1,2.0,True
0,25,49,1299,1,0.0,2,[2],[2],3,3,2,3,2.5,True
0,26,0,1300,0,2.0,0,[2],[1 2],1,2,2,1,1.5,True
0,26,1,1301,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,2,1302,0,0.0,1,[2],[1 2],2,3,3,2,2.5,True
0,26,3,1303,1,2.0,5,[2],[6],1,2,0,1,0.5,False
0,26,4,1304,0,2.0,0,[2],[1 2],1,2,2,1,1.5,True
0,26,5,1305,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,6,1306,0,2.0,0,[2],[1 2],1,2,2,1,1.5,True
0,26,7,1307,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,8,1308,0,0.0,1,[2],[1 2],2,3,3,2,2.5,True
0,26,9,1309,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,10,1310,0,2.0,0,[2],[1 2],1,2,2,1,1.5,True
0,26,11,1311,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,12,1312,0,2.0,0,[2],[1 2],1,2,2,1,1.5,True
0,26,13,1313,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,14,1314,0,2.0,0,[2],[1 2],1,2,2,1,1.5,True
0,26,15,1315,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,16,1316,0,2.0,3,[2],[1 2],2,2,1,2,1.5,True
0,26,17,1317,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,18,1318,0,2.0,0,[2],[1 2],1,2,2,1,1.5,True
0,26,19,1319,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,20,1320,0,2.0,0,[2],[1 2],1,2,2,1,1.5,True
0,26,21,1321,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,22,1322,0,2.0,0,[2],[1 2],1,2,2,1,1.5,True
0,26,23,1323,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,24,1324,0,2.0,0,[2],[1 2],1,2,2,1,1.5,True
0,26,25,1325,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,26,1326,0,2.0,0,[2],[1 2],1,2,2,1,1.5,True
0,26,27,1327,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,28,1328,0,2.0,4,[2],[1 2],2,2,1,2,1.5,True
0,26,29,1329,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,30,1330,0,2.0,0,[2],[1 2],1,2,2,1,1.5,True
0,26,31,1331,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,32,1332,0,2.0,0,[2],[1 2],1,2,2,1,1.5,True
0,26,33,1333,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,34,1334,0,0.0,2,[2],[1 2],3,3,2,3,2.5,True
0,26,35,1335,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,36,1336,0,2.0,4,[2],[1 2],2,2,1,2,1.5,True
0,26,37,1337,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,38,1338,0,2.0,0,[2],[1 2],1,2,2,1,1.5,True
0,26,39,1339,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,40,1340,0,2.0,0,[2],[1 2],1,2,2,1,1.5,True
0,26,41,1341,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,42,1342,0,0.0,2,[2],[1 2],3,3,2,3,2.5,True
0,26,43,1343,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,44,1344,0,0.0,2,[2],[1 2],3,3,2,3,2.5,True
0,26,45,1345,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,46,1346,0,2.0,0,[2],[1 2],1,2,2,1,1.5,True
0,26,47,1347,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,26,48,1348,0,2.0,0,[2],[1 2],1,2,2,1,1.5,True
0,26,49,1349,1,1.0,7,[2],[6],0,2,0,0,0.0,False
0,27,0,1350,0,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,1,1351,1,0.0,6,[6],[0 1 2 3 4 5 6 7],3,3,0,3,1.5,False
0,27,2,1352,0,0.0,5,[6],[0 1 2 3 4 5 6 7],2,3,1,2,1.5,True
0,27,3,1353,1,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,4,1354,0,0.0,6,[6],[0 1 2 3 4 5 6 7],3,3,0,3,1.5,False
0,27,5,1355,1,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,6,1356,0,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,7,1357,1,0.0,1,[6],[0 1 2 3 4 5 6 7],0,3,3,0,1.5,False
0,27,8,1358,0,0.0,4,[6],[0 1 2 3 4 5 6 7],1,3,2,1,1.5,True
0,27,9,1359,1,0.0,1,[6],[0 1 2 3 4 5 6 7],0,3,3,0,1.5,False
0,27,10,1360,0,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,11,1361,1,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,12,1362,0,0.0,4,[6],[0 1 2 3 4 5 6 7],1,3,2,1,1.5,True
0,27,13,1363,1,0.0,3,[6],[0 1 2 3 4 5 6 7],1,3,2,1,1.5,True
0,27,14,1364,0,0.0,5,[6],[0 1 2 3 4 5 6 7],2,3,1,2,1.5,True
0,27,15,1365,1,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,16,1366,0,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,17,1367,1,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,18,1368,0,0.0,1,[6],[0 1 2 3 4 5 6 7],0,3,3,0,1.5,False
0,27,19,1369,1,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,20,1370,0,0.0,2,[6],[0 1 2 3 4 5 6 7],0,3,3,0,1.5,False
0,27,21,1371,1,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,22,1372,0,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,23,1373,1,0.0,4,[6],[0 1 2 3 4 5 6 7],1,3,2,1,1.5,True
0,27,24,1374,0,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,25,1375,1,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,26,1376,0,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,27,1377,1,0.0,1,[6],[0 1 2 3 4 5 6 7],0,3,3,0,1.5,False
0,27,28,1378,0,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,29,1379,1,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,30,1380,0,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,31,1381,1,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,32,1382,0,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,33,1383,1,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,34,1384,0,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,35,1385,1,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,36,1386,0,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,37,1387,1,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,38,1388,0,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,39,1389,1,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,40,1390,0,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,41,1391,1,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,42,1392,0,0.0,4,[6],[0 1 2 3 4 5 6 7],1,3,2,1,1.5,True
0,27,43,1393,1,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,44,1394,0,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,45,1395,1,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,46,1396,0,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,47,1397,1,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,48,1398,0,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,27,49,1399,1,0.0,0,[6],[0 1 2 3 4 5 6 7],0,3,2,0,1.0,False
0,28,0,1400,0,1.0,4,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,28,1,1401,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,28,2,1402,0,2.0,0,[0 1 2 3 4 5 6 7],[2],3,1,3,3,3.0,True
0,28,3,1403,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,28,4,1404,0,1.0,4,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,28,5,1405,1,3.0,4,[0 1 2 3 4 5 6 7],[6],3,1,3,3,3.0,True
0,28,6,1406,0,1.0,3,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,28,7,1407,1,1.0,7,[0 1 2 3 4 5 6 7],[6],3,2,3,3,3.0,True
0,28,8,1408,0,1.0,1,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,28,9,1409,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,28,10,1410,0,1.0,3,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,28,11,1411,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,28,12,1412,0,0.0,2,[0 1 2 3 4 5 6 7],[2],3,3,3,3,3.0,True
0,28,13,1413,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,28,14,1414,0,0.0,2,[0 1 2 3 4 5 6 7],[2],3,3,3,3,3.0,True
0,28,15,1415,1,2.0,5,[0 1 2 3 4 5 6 7],[6],3,2,3,3,3.0,True
0,28,16,1416,0,1.0,1,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,28,17,1417,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,28,18,1418,0,0.0,2,[0 1 2 3 4 5 6 7],[2],3,3,3,3,3.0,True
0,28,19,1419,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,28,20,1420,0,1.0,3,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,28,21,1421,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,28,22,1422,0,0.0,2,[0 1 2 3 4 5 6 7],[2],3,3,3,3,3.0,True
0,28,23,1423,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,28,24,1424,0,0.0,2,[0 1 2 3 4 5 6 7],[2],3,3,3,3,3.0,True
0,28,25,1425,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,28,26,1426,0,0.0,2,[0 1 2 3 4 5 6 7],[2],3,3,3,3,3.0,True
0,28,27,1427,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,28,28,1428,0,1.0,4,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,28,29,1429,1,1.0,7,[0 1 2 3 4 5 6 7],[6],3,2,3,3,3.0,True
0,28,30,1430,0,0.0,2,[0 1 2 3 4 5 6 7],[2],3,3,3,3,3.0,True
0,28,31,1431,1,2.0,5,[0 1 2 3 4 5 6 7],[6],3,2,3,3,3.0,True
0,28,32,1432,0,1.0,1,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,28,33,1433,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,28,34,1434,0,0.0,2,[0 1 2 3 4 5 6 7],[2],3,3,3,3,3.0,True
0,28,35,1435,1,1.0,7,[0 1 2 3 4 5 6 7],[6],3,2,3,3,3.0,True
0,28,36,1436,0,0.0,2,[0 1 2 3 4 5 6 7],[2],3,3,3,3,3.0,True
0,28,37,1437,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,28,38,1438,0,0.0,2,[0 1 2 3 4 5 6 7],[2],3,3,3,3,3.0,True
0,28,39,1439,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,28,40,1440,0,0.0,2,[0 1 2 3 4 5 6 7],[2],3,3,3,3,3.0,True
0,28,41,1441,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,28,42,1442,0,1.0,3,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,28,43,1443,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,28,44,1444,0,0.0,2,[0 1 2 3 4 5 6 7],[2],3,3,3,3,3.0,True
0,28,45,1445,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,28,46,1446,0,0.0,2,[0 1 2 3 4 5 6 7],[2],3,3,3,3,3.0,True
0,28,47,1447,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,28,48,1448,0,1.0,1,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,28,49,1449,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,29,0,1450,0,0.0,4,[6],[2 3 4 5 6],1,3,2,1,1.5,True
0,29,1,1451,1,4.0,2,[6],[6 7],0,0,3,0,1.5,False
0,29,2,1452,0,0.0,4,[6],[2 3 4 5 6],1,3,2,1,1.5,True
0,29,3,1453,1,2.0,5,[6],[6 7],2,2,1,2,1.5,True
0,29,4,1454,0,0.0,2,[6],[2 3 4 5 6],0,3,3,0,1.5,False
0,29,5,1455,1,3.0,4,[6],[6 7],1,1,2,1,1.5,True
0,29,6,1456,0,0.0,3,[6],[2 3 4 5 6],1,3,2,1,1.5,True
0,29,7,1457,1,3.0,3,[6],[6 7],1,1,2,1,1.5,True
0,29,8,1458,0,0.0,2,[6],[2 3 4 5 6],0,3,3,0,1.5,False
0,29,9,1459,1,2.0,0,[6],[6 7],0,0,1,0,0.5,False
0,29,10,1460,0,0.0,3,[6],[2 3 4 5 6],1,3,2,1,1.5,True
0,29,11,1461,1,0.0,6,[6],[6 7],3,3,0,3,1.5,False
0,29,12,1462,0,0.0,2,[6],[2 3 4 5 6],0,3,3,0,1.5,False
0,29,13,1463,1,0.0,6,[6],[6 7],3,3,0,3,1.5,False
0,29,14,1464,0,0.0,2,[6],[2 3 4 5 6],0,3,3,0,1.5,False
0,29,15,1465,1,0.0,6,[6],[6 7],3,3,0,3,1.5,False
0,29,16,1466,0,2.0,1,[6],[2 3 4 5 6],0,2,2,0,1.0,False
0,29,17,1467,1,0.0,6,[6],[6 7],3,3,0,3,1.5,False
0,29,18,1468,0,0.0,2,[6],[2 3 4 5 6],0,3,3,0,1.5,False
0,29,19,1469,1,0.0,7,[6],[6 7],2,3,0,2,1.0,False
0,29,20,1470,0,0.0,2,[6],[2 3 4 5 6],0,3,3,0,1.5,False
0,29,21,1471,1,2.0,0,[6],[6 7],0,0,1,0,0.5,False
0,29,22,1472,0,0.0,3,[6],[2 3 4 5 6],1,3,2,1,1.5,True
0,29,23,1473,1,0.0,7,[6],[6 7],2,3,0,2,1.0,False
0,29,24,1474,0,0.0,2,[6],[2 3 4 5 6],0,3,3,0,1.5,False
0,29,25,1475,1,0.0,6,[6],[6 7],3,3,0,3,1.5,False
0,29,26,1476,0,0.0,2,[6],[2 3 4 5 6],0,3,3,0,1.5,False
0,29,27,1477,1,0.0,7,[6],[6 7],2,3,0,2,1.0,False
0,29,28,1478,0,0.0,2,[6],[2 3 4 5 6],0,3,3,0,1.5,False
0,29,29,1479,1,0.0,6,[6],[6 7],3,3,0,3,1.5,False
0,29,30,1480,0,0.0,2,[6],[2 3 4 5 6],0,3,3,0,1.5,False
0,29,31,1481,1,2.0,0,[6],[6 7],0,0,1,0,0.5,False
0,29,32,1482,0,0.0,2,[6],[2 3 4 5 6],0,3,3,0,1.5,False
0,29,33,1483,1,0.0,6,[6],[6 7],3,3,0,3,1.5,False
0,29,34,1484,0,0.0,4,[6],[2 3 4 5 6],1,3,2,1,1.5,True
0,29,35,1485,1,0.0,6,[6],[6 7],3,3,0,3,1.5,False
0,29,36,1486,0,0.0,4,[6],[2 3 4 5 6],1,3,2,1,1.5,True
0,29,37,1487,1,0.0,6,[6],[6 7],3,3,0,3,1.5,False
0,29,38,1488,0,0.0,4,[6],[2 3 4 5 6],1,3,2,1,1.5,True
0,29,39,1489,1,0.0,6,[6],[6 7],3,3,0,3,1.5,False
0,29,40,1490,0,0.0,4,[6],[2 3 4 5 6],1,3,2,1,1.5,True
0,29,41,1491,1,0.0,6,[6],[6 7],3,3,0,3,1.5,False
0,29,42,1492,0,0.0,4,[6],[2 3 4 5 6],1,3,2,1,1.5,True
0,29,43,1493,1,0.0,6,[6],[6 7],3,3,0,3,1.5,False
0,29,44,1494,0,0.0,4,[6],[2 3 4 5 6],1,3,2,1,1.5,True
0,29,45,1495,1,0.0,6,[6],[6 7],3,3,0,3,1.5,False
0,29,46,1496,0,0.0,4,[6],[2 3 4 5 6],1,3,2,1,1.5,True
0,29,47,1497,1,0.0,6,[6],[6 7],3,3,0,3,1.5,False
0,29,48,1498,0,0.0,4,[6],[2 3 4 5 6],1,3,2,1,1.5,True
0,29,49,1499,1,0.0,6,[6],[6 7],3,3,0,3,1.5,False
0,30,0,1500,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,30,1,1501,1,2.0,0,[2 3 4 5 6],[6 7],1,0,1,0,0.5,False
0,30,2,1502,0,3.0,3,[2 3 4 5 6],[6],3,1,3,1,2.0,True
0,30,3,1503,1,2.0,0,[2 3 4 5 6],[6 7],1,0,1,0,0.5,False
0,30,4,1504,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,30,5,1505,1,0.0,6,[2 3 4 5 6],[6 7],3,3,3,3,3.0,True
0,30,6,1506,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,30,7,1507,1,3.0,4,[2 3 4 5 6],[6 7],3,1,3,1,2.0,True
0,30,8,1508,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,30,9,1509,1,3.0,4,[2 3 4 5 6],[6 7],3,1,3,1,2.0,True
0,30,10,1510,0,2.0,5,[2 3 4 5 6],[6],3,2,3,2,2.5,True
0,30,11,1511,1,0.0,7,[2 3 4 5 6],[6 7],2,3,2,3,2.5,True
0,30,12,1512,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,30,13,1513,1,0.0,6,[2 3 4 5 6],[6 7],3,3,3,3,3.0,True
0,30,14,1514,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,30,15,1515,1,0.0,6,[2 3 4 5 6],[6 7],3,3,3,3,3.0,True
0,30,16,1516,0,3.0,3,[2 3 4 5 6],[6],3,1,3,1,2.0,True
0,30,17,1517,1,0.0,6,[2 3 4 5 6],[6 7],3,3,3,3,3.0,True
0,30,18,1518,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,30,19,1519,1,0.0,6,[2 3 4 5 6],[6 7],3,3,3,3,3.0,True
0,30,20,1520,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,30,21,1521,1,0.0,6,[2 3 4 5 6],[6 7],3,3,3,3,3.0,True
0,30,22,1522,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,30,23,1523,1,0.0,6,[2 3 4 5 6],[6 7],3,3,3,3,3.0,True
0,30,24,1524,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,30,25,1525,1,0.0,6,[2 3 4 5 6],[6 7],3,3,3,3,3.0,True
0,30,26,1526,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
